IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
162.159.250.173,4,4,0.00,4.82,0.00
104.16.10.228,4,4,0.00,4.82,0.00
172.67.67.90,4,4,0.00,4.82,0.00
104.24.221.190,4,4,0.00,4.82,0.00
104.24.40.137,4,4,0.00,4.82,0.00
104.17.10.249,4,4,0.00,4.82,0.00
104.24.41.107,4,4,0.00,4.82,0.00
104.16.140.129,4,4,0.00,4.83,0.00
172.67.167.240,4,4,0.00,4.83,0.00
104.25.216.156,4,4,0.00,4.83,0.00
104.16.249.155,4,4,0.00,4.83,0.00
104.27.42.214,4,4,0.00,4.83,0.00
104.24.225.125,4,4,0.00,4.83,0.00
104.27.14.115,4,4,0.00,4.84,0.00
104.25.233.8,4,4,0.00,4.85,0.00
104.25.224.194,4,4,0.00,4.86,0.00
104.16.62.158,4,4,0.00,4.86,0.00
104.24.173.187,4,4,0.00,4.86,0.00
104.25.232.24,4,4,0.00,4.86,0.00
172.67.72.78,4,4,0.00,4.87,0.00
104.16.254.196,4,4,0.00,4.87,0.00
104.24.202.81,4,4,0.00,4.87,0.00
162.159.239.73,4,4,0.00,4.87,0.00
104.16.153.193,4,4,0.00,4.87,0.00
104.17.8.30,4,4,0.00,4.87,0.00
104.16.110.253,4,4,0.00,4.88,0.00
104.24.17.135,4,4,0.00,4.88,0.00
104.25.209.153,4,4,0.00,4.88,0.00
104.20.46.189,4,4,0.00,4.88,0.00
162.159.235.110,4,4,0.00,4.88,0.00
104.24.216.33,4,4,0.00,4.88,0.00
104.27.17.147,4,4,0.00,4.88,0.00
104.25.195.104,4,4,0.00,4.88,0.00
172.65.187.231,4,4,0.00,4.88,0.00
162.159.198.140,4,4,0.00,4.88,0.00
104.24.33.238,4,4,0.00,4.89,0.00
104.27.24.204,4,4,0.00,4.89,0.00
104.18.16.217,4,4,0.00,4.89,0.00
104.16.230.176,4,4,0.00,4.90,0.00
104.16.14.76,4,4,0.00,4.90,0.00
104.24.237.252,4,4,0.00,4.90,0.00
104.16.111.90,4,4,0.00,4.90,0.00
104.17.1.183,4,4,0.00,4.90,0.00
104.24.228.228,4,4,0.00,4.91,0.00
172.66.44.86,4,4,0.00,4.91,0.00
104.25.251.125,4,4,0.00,4.91,0.00
104.24.169.172,4,4,0.00,4.91,0.00
104.16.68.2,4,4,0.00,4.91,0.00
172.67.174.236,4,4,0.00,4.91,0.00
104.21.7.122,4,4,0.00,4.91,0.00
104.25.234.167,4,4,0.00,4.91,0.00
104.24.177.244,4,4,0.00,4.92,0.00
104.24.199.108,4,4,0.00,4.92,0.00
104.16.109.160,4,4,0.00,4.92,0.00
104.17.13.67,4,4,0.00,4.92,0.00
104.16.244.243,4,4,0.00,4.92,0.00
104.16.122.167,4,4,0.00,4.92,0.00
104.24.251.155,4,4,0.00,4.93,0.00
104.20.59.215,4,4,0.00,4.94,0.00
104.16.228.17,4,4,0.00,4.94,0.00
162.159.23.45,4,4,0.00,4.94,0.00
172.67.218.122,4,4,0.00,4.94,0.00
104.24.210.19,4,4,0.00,4.95,0.00
104.17.166.30,4,4,0.00,4.95,0.00
104.24.11.106,4,4,0.00,4.95,0.00
104.25.254.151,4,4,0.00,4.95,0.00
104.25.3.86,4,4,0.00,4.95,0.00
104.16.90.44,4,4,0.00,4.96,0.00
104.25.203.0,4,4,0.00,4.96,0.00
104.16.136.67,4,4,0.00,4.96,0.00
162.159.213.212,4,4,0.00,4.96,0.00
104.16.174.137,4,4,0.00,4.96,0.00
104.24.182.61,4,4,0.00,4.96,0.00
104.24.203.18,4,4,0.00,4.97,0.00
104.16.159.58,4,4,0.00,4.97,0.00
104.26.10.172,4,4,0.00,4.97,0.00
104.16.212.129,4,4,0.00,4.97,0.00
104.26.6.225,4,4,0.00,4.98,0.00
104.16.199.250,4,4,0.00,4.98,0.00
104.16.226.190,4,4,0.00,4.98,0.00
104.16.87.12,4,4,0.00,4.98,0.00
104.16.222.29,4,4,0.00,4.98,0.00
104.16.235.81,4,4,0.00,4.98,0.00
172.67.214.194,4,4,0.00,4.98,0.00
104.21.2.78,4,4,0.00,4.99,0.00
104.16.36.37,4,4,0.00,4.99,0.00
104.20.56.171,4,4,0.00,4.99,0.00
104.16.221.149,4,4,0.00,4.99,0.00
104.16.0.144,4,4,0.00,4.99,0.00
104.16.135.27,4,4,0.00,5.00,0.00
104.27.49.40,4,4,0.00,5.00,0.00
104.26.15.46,4,4,0.00,5.00,0.00
104.24.189.188,4,4,0.00,5.00,0.00
104.24.186.211,4,4,0.00,5.00,0.00
104.16.158.31,4,4,0.00,5.01,0.00
104.20.63.22,4,4,0.00,5.01,0.00
104.16.7.147,4,4,0.00,5.02,0.00
104.25.249.23,4,4,0.00,5.02,0.00
104.16.58.143,4,4,0.00,5.02,0.00
104.16.198.119,4,4,0.00,5.03,0.00
104.16.250.191,4,4,0.00,5.03,0.00
104.24.195.117,4,4,0.00,5.03,0.00
104.20.61.166,4,4,0.00,5.03,0.00
104.16.3.195,4,4,0.00,5.03,0.00
104.20.49.244,4,4,0.00,5.03,0.00
104.16.216.199,4,4,0.00,5.04,0.00
104.16.101.122,4,4,0.00,5.04,0.00
172.65.85.35,4,4,0.00,5.04,0.00
162.159.254.173,4,4,0.00,5.04,0.00
162.159.251.126,4,4,0.00,5.04,0.00
104.25.248.165,4,4,0.00,5.04,0.00
104.24.15.126,4,4,0.00,5.05,0.00
172.64.100.73,4,4,0.00,5.05,0.00
104.16.130.156,4,4,0.00,5.05,0.00
104.24.243.9,4,4,0.00,5.05,0.00
104.25.237.165,4,4,0.00,5.05,0.00
104.16.251.125,4,4,0.00,5.06,0.00
104.16.154.24,4,4,0.00,5.06,0.00
104.16.202.80,4,4,0.00,5.06,0.00
104.16.147.54,4,4,0.00,5.06,0.00
104.24.184.62,4,4,0.00,5.06,0.00
104.24.196.241,4,4,0.00,5.06,0.00
104.16.168.2,4,4,0.00,5.06,0.00
104.27.13.69,4,4,0.00,5.07,0.00
104.16.240.75,4,4,0.00,5.07,0.00
104.27.29.120,4,4,0.00,5.07,0.00
104.16.96.22,4,4,0.00,5.08,0.00
104.16.171.4,4,4,0.00,5.08,0.00
104.16.175.71,4,4,0.00,5.08,0.00
104.25.19.40,4,4,0.00,5.09,0.00
104.20.60.132,4,4,0.00,5.09,0.00
104.16.149.123,4,4,0.00,5.09,0.00
104.16.200.93,4,4,0.00,5.10,0.00
104.16.20.15,4,4,0.00,5.10,0.00
104.25.241.205,4,4,0.00,5.10,0.00
104.16.255.44,4,4,0.00,5.10,0.00
104.26.3.111,4,4,0.00,5.10,0.00
104.19.19.219,4,4,0.00,5.10,0.00
104.27.21.223,4,4,0.00,5.10,0.00
104.16.9.81,4,4,0.00,5.11,0.00
104.26.2.82,4,4,0.00,5.11,0.00
104.20.45.98,4,4,0.00,5.12,0.00
104.25.157.134,4,4,0.00,5.12,0.00
104.31.16.206,4,4,0.00,5.12,0.00
104.19.77.72,4,4,0.00,5.12,0.00
104.25.239.42,4,4,0.00,5.12,0.00
104.17.184.48,4,4,0.00,5.12,0.00
104.17.35.222,4,4,0.00,5.13,0.00
104.17.240.146,4,4,0.00,5.13,0.00
104.16.194.162,4,4,0.00,5.13,0.00
104.20.34.95,4,4,0.00,5.13,0.00
104.16.108.37,4,4,0.00,5.13,0.00
104.25.175.83,4,4,0.00,5.13,0.00
104.24.255.31,4,4,0.00,5.13,0.00
172.65.97.147,4,4,0.00,5.13,0.00
104.16.83.228,4,4,0.00,5.14,0.00
104.16.76.26,4,4,0.00,5.14,0.00
104.16.156.53,4,4,0.00,5.14,0.00
104.25.215.145,4,4,0.00,5.14,0.00
104.16.79.247,4,4,0.00,5.14,0.00
104.17.37.135,4,4,0.00,5.14,0.00
104.16.204.166,4,4,0.00,5.14,0.00
104.25.9.102,4,4,0.00,5.14,0.00
104.25.206.132,4,4,0.00,5.15,0.00
104.16.65.3,4,4,0.00,5.15,0.00
104.25.41.163,4,4,0.00,5.15,0.00
104.24.224.48,4,4,0.00,5.15,0.00
104.21.3.201,4,4,0.00,5.15,0.00
104.21.5.205,4,4,0.00,5.15,0.00
104.16.146.142,4,4,0.00,5.15,0.00
104.16.185.92,4,4,0.00,5.15,0.00
104.26.14.253,4,4,0.00,5.16,0.00
104.16.195.152,4,4,0.00,5.16,0.00
104.16.180.129,4,4,0.00,5.16,0.00
172.67.206.143,4,4,0.00,5.17,0.00
104.17.0.63,4,4,0.00,5.18,0.00
104.16.27.15,4,4,0.00,5.18,0.00
104.24.206.254,4,4,0.00,5.18,0.00
104.16.210.114,4,4,0.00,5.18,0.00
104.16.152.228,4,4,0.00,5.19,0.00
104.16.118.243,4,4,0.00,5.19,0.00
104.24.236.171,4,4,0.00,5.19,0.00
104.25.238.90,4,4,0.00,5.20,0.00
172.67.191.64,4,4,0.00,5.20,0.00
162.159.10.168,4,4,0.00,5.21,0.00
104.24.179.67,4,4,0.00,5.21,0.00
104.24.249.2,4,4,0.00,5.21,0.00
104.24.212.59,4,4,0.00,5.22,0.00
104.27.30.243,4,4,0.00,5.22,0.00
104.24.232.241,4,4,0.00,5.22,0.00
162.159.1.206,4,4,0.00,5.22,0.00
104.25.193.95,4,4,0.00,5.23,0.00
104.24.208.52,4,4,0.00,5.24,0.00
104.16.169.244,4,4,0.00,5.25,0.00
104.17.64.237,4,4,0.00,5.25,0.00
104.24.201.177,4,4,0.00,5.25,0.00
104.16.160.177,4,4,0.00,5.25,0.00
104.16.170.245,4,4,0.00,5.25,0.00
104.16.50.4,4,4,0.00,5.26,0.00
104.16.117.9,4,4,0.00,5.26,0.00
104.17.46.147,4,4,0.00,5.26,0.00
104.17.223.17,4,4,0.00,5.26,0.00
172.67.204.215,4,4,0.00,5.27,0.00
104.16.227.109,4,4,0.00,5.27,0.00
104.16.167.187,4,4,0.00,5.27,0.00
104.25.46.2,4,4,0.00,5.27,0.00
104.24.246.171,4,4,0.00,5.27,0.00
172.65.177.143,4,4,0.00,5.27,0.00
104.16.133.42,4,4,0.00,5.28,0.00
104.16.164.158,4,4,0.00,5.28,0.00
104.17.24.127,4,4,0.00,5.28,0.00
104.25.235.103,4,4,0.00,5.28,0.00
104.18.8.118,4,4,0.00,5.29,0.00
104.16.182.58,4,4,0.00,5.29,0.00
104.20.57.86,4,4,0.00,5.29,0.00
104.16.225.231,4,4,0.00,5.29,0.00
104.25.17.240,4,4,0.00,5.29,0.00
104.16.61.154,4,4,0.00,5.29,0.00
104.26.4.162,4,4,0.00,5.30,0.00
104.16.126.0,4,4,0.00,5.30,0.00
104.17.84.81,4,4,0.00,5.30,0.00
104.21.0.21,4,4,0.00,5.30,0.00
104.16.234.36,4,4,0.00,5.30,0.00
104.16.60.104,4,4,0.00,5.31,0.00
104.25.231.46,4,4,0.00,5.31,0.00
104.16.129.39,4,4,0.00,5.31,0.00
104.26.5.88,4,4,0.00,5.31,0.00
104.25.194.211,4,4,0.00,5.32,0.00
104.16.6.29,4,4,0.00,5.32,0.00
104.25.228.194,4,4,0.00,5.32,0.00
104.25.149.111,4,4,0.00,5.32,0.00
104.18.12.21,4,4,0.00,5.32,0.00
104.16.183.128,4,4,0.00,5.32,0.00
104.16.98.150,4,4,0.00,5.32,0.00
104.16.193.104,4,4,0.00,5.32,0.00
172.67.185.200,4,4,0.00,5.32,0.00
104.16.53.2,4,4,0.00,5.32,0.00
104.17.236.106,4,4,0.00,5.33,0.00
104.24.245.33,4,4,0.00,5.33,0.00
104.20.39.204,4,4,0.00,5.33,0.00
104.16.33.99,4,4,0.00,5.33,0.00
104.16.2.87,4,4,0.00,5.33,0.00
104.16.184.20,4,4,0.00,5.34,0.00
104.16.125.116,4,4,0.00,5.34,0.00
104.27.72.25,4,4,0.00,5.34,0.00
104.16.95.20,4,4,0.00,5.34,0.00
104.25.140.74,4,4,0.00,5.34,0.00
104.16.242.184,4,4,0.00,5.34,0.00
104.25.43.23,4,4,0.00,5.34,0.00
104.17.52.98,4,4,0.00,5.34,0.00
104.25.150.176,4,4,0.00,5.34,0.00
104.16.93.184,4,4,0.00,5.34,0.00
104.16.233.2,4,4,0.00,5.34,0.00
104.17.25.150,4,4,0.00,5.34,0.00
104.16.166.28,4,4,0.00,5.35,0.00
104.16.143.86,4,4,0.00,5.35,0.00
104.16.218.236,4,4,0.00,5.35,0.00
104.16.113.237,4,4,0.00,5.35,0.00
104.25.218.94,4,4,0.00,5.36,0.00
104.18.1.209,4,4,0.00,5.36,0.00
104.16.42.206,4,4,0.00,5.36,0.00
104.25.222.53,4,4,0.00,5.36,0.00
104.19.137.248,4,4,0.00,5.37,0.00
104.25.223.105,4,4,0.00,5.37,0.00
104.25.208.6,4,4,0.00,5.38,0.00
104.19.237.198,4,4,0.00,5.38,0.00
104.17.231.111,4,4,0.00,5.38,0.00
104.24.254.198,4,4,0.00,5.39,0.00
104.16.214.65,4,4,0.00,5.39,0.00
172.65.90.30,4,4,0.00,5.39,0.00
104.25.145.82,4,4,0.00,5.39,0.00
104.16.157.21,4,4,0.00,5.39,0.00
104.25.38.177,4,4,0.00,5.40,0.00
104.24.39.157,4,4,0.00,5.40,0.00
104.25.37.28,4,4,0.00,5.40,0.00
104.20.58.116,4,4,0.00,5.40,0.00
104.17.210.79,4,4,0.00,5.40,0.00
104.17.154.47,4,4,0.00,5.40,0.00
104.16.34.35,4,4,0.00,5.40,0.00
104.25.2.112,4,4,0.00,5.41,0.00
104.16.215.22,4,4,0.00,5.41,0.00
104.17.18.110,4,4,0.00,5.41,0.00
104.17.16.10,4,4,0.00,5.41,0.00
104.26.0.210,4,4,0.00,5.41,0.00
104.17.124.64,4,4,0.00,5.41,0.00
104.21.55.51,4,4,0.00,5.41,0.00
104.16.192.152,4,4,0.00,5.41,0.00
104.16.30.230,4,4,0.00,5.42,0.00
104.19.39.243,4,4,0.00,5.42,0.00
104.26.8.59,4,4,0.00,5.42,0.00
172.64.189.5,4,4,0.00,5.42,0.00
104.16.172.126,4,4,0.00,5.42,0.00
162.159.253.202,4,4,0.00,5.42,0.00
104.25.255.7,4,4,0.00,5.42,0.00
104.25.88.98,4,4,0.00,5.42,0.00
104.16.162.246,4,4,0.00,5.42,0.00
104.17.209.5,4,4,0.00,5.42,0.00
104.16.246.211,4,4,0.00,5.42,0.00
104.16.52.27,4,4,0.00,5.43,0.00
104.25.252.191,4,4,0.00,5.43,0.00
104.16.237.125,4,4,0.00,5.43,0.00
104.19.252.31,4,4,0.00,5.43,0.00
104.16.219.126,4,4,0.00,5.43,0.00
104.16.245.148,4,4,0.00,5.43,0.00
104.16.248.197,4,4,0.00,5.43,0.00
104.16.134.222,4,4,0.00,5.44,0.00
104.16.176.90,4,4,0.00,5.44,0.00
104.16.112.128,4,4,0.00,5.44,0.00
104.27.56.46,4,4,0.00,5.44,0.00
104.17.43.34,4,4,0.00,5.45,0.00
172.67.193.4,4,4,0.00,5.45,0.00
104.16.177.15,4,4,0.00,5.45,0.00
104.16.253.90,4,4,0.00,5.46,0.00
104.25.110.189,4,4,0.00,5.46,0.00
104.24.234.149,4,4,0.00,5.46,0.00
104.19.79.168,4,4,0.00,5.46,0.00
104.17.221.136,4,4,0.00,5.47,0.00
104.18.208.240,4,4,0.00,5.47,0.00
104.16.155.152,4,4,0.00,5.47,0.00
104.27.16.252,4,4,0.00,5.47,0.00
104.27.11.153,4,4,0.00,5.47,0.00
104.25.229.52,4,4,0.00,5.47,0.00
104.25.48.32,4,4,0.00,5.47,0.00
104.17.67.7,4,4,0.00,5.47,0.00
104.20.62.167,4,4,0.00,5.48,0.00
104.24.231.20,4,4,0.00,5.48,0.00
104.25.247.187,4,4,0.00,5.48,0.00
104.24.215.190,4,4,0.00,5.48,0.00
104.25.10.245,4,4,0.00,5.49,0.00
104.17.118.40,4,4,0.00,5.49,0.00
104.25.15.212,4,4,0.00,5.49,0.00
104.24.239.106,4,4,0.00,5.49,0.00
104.17.253.203,4,4,0.00,5.49,0.00
104.25.147.124,4,4,0.00,5.49,0.00
104.24.223.23,4,4,0.00,5.49,0.00
172.67.199.15,4,4,0.00,5.49,0.00
104.25.8.19,4,4,0.00,5.50,0.00
104.16.80.190,4,4,0.00,5.50,0.00
172.66.42.226,4,4,0.00,5.50,0.00
104.25.198.253,4,4,0.00,5.50,0.00
104.24.217.173,4,4,0.00,5.50,0.00
104.17.26.12,4,4,0.00,5.50,0.00
104.17.102.113,4,4,0.00,5.51,0.00
104.17.197.236,4,4,0.00,5.51,0.00
104.25.34.68,4,4,0.00,5.51,0.00
104.18.244.64,4,4,0.00,5.51,0.00
104.24.250.130,4,4,0.00,5.51,0.00
104.16.4.78,4,4,0.00,5.51,0.00
104.17.191.130,4,4,0.00,5.52,0.00
104.17.192.243,4,4,0.00,5.52,0.00
104.17.23.105,4,4,0.00,5.52,0.00
104.25.30.87,4,4,0.00,5.52,0.00
104.17.53.62,4,4,0.00,5.53,0.00
104.16.148.222,4,4,0.00,5.53,0.00
104.24.207.118,4,4,0.00,5.53,0.00
104.17.62.124,4,4,0.00,5.54,0.00
104.24.252.54,4,4,0.00,5.54,0.00
104.19.85.89,4,4,0.00,5.54,0.00
104.17.6.218,4,4,0.00,5.54,0.00
104.16.196.15,4,4,0.00,5.54,0.00
104.16.97.101,4,4,0.00,5.54,0.00
104.17.55.222,4,4,0.00,5.54,0.00
104.16.28.103,4,4,0.00,5.55,0.00
104.19.212.251,4,4,0.00,5.55,0.00
104.25.217.200,4,4,0.00,5.55,0.00
104.16.217.219,4,4,0.00,5.55,0.00
104.17.31.96,4,4,0.00,5.55,0.00
104.17.34.232,4,4,0.00,5.55,0.00
104.25.200.228,4,4,0.00,5.56,0.00
104.17.94.37,4,4,0.00,5.56,0.00
104.16.102.163,4,4,0.00,5.56,0.00
104.16.165.100,4,4,0.00,5.56,0.00
104.16.150.225,4,4,0.00,5.56,0.00
104.25.205.78,4,4,0.00,5.57,0.00
104.17.65.149,4,4,0.00,5.57,0.00
104.18.25.147,4,4,0.00,5.57,0.00
104.17.30.214,4,4,0.00,5.57,0.00
104.16.144.21,4,4,0.00,5.57,0.00
104.17.7.3,4,4,0.00,5.57,0.00
104.25.154.21,4,4,0.00,5.57,0.00
104.16.201.60,4,4,0.00,5.57,0.00
104.20.41.20,4,4,0.00,5.57,0.00
104.16.224.140,4,4,0.00,5.58,0.00
104.25.55.9,4,4,0.00,5.58,0.00
104.20.53.55,4,4,0.00,5.58,0.00
104.16.186.173,4,4,0.00,5.58,0.00
104.25.219.88,4,4,0.00,5.58,0.00
104.25.4.147,4,4,0.00,5.59,0.00
104.19.181.49,4,4,0.00,5.59,0.00
104.25.129.109,4,4,0.00,5.59,0.00
104.24.229.149,4,4,0.00,5.59,0.00
104.16.223.191,4,4,0.00,5.59,0.00
172.65.18.194,4,4,0.00,5.59,0.00
104.17.29.157,4,4,0.00,5.60,0.00
104.16.232.145,4,4,0.00,5.60,0.00
172.65.98.98,4,4,0.00,5.60,0.00
104.17.143.157,4,4,0.00,5.60,0.00
104.25.151.231,4,4,0.00,5.60,0.00
104.16.181.159,4,4,0.00,5.61,0.00
104.25.202.84,4,4,0.00,5.61,0.00
104.17.113.139,4,4,0.00,5.61,0.00
104.24.227.43,4,4,0.00,5.61,0.00
104.16.231.146,4,4,0.00,5.62,0.00
162.159.242.27,4,4,0.00,5.62,0.00
104.17.121.15,4,4,0.00,5.62,0.00
104.25.133.218,4,4,0.00,5.62,0.00
104.25.75.121,4,4,0.00,5.63,0.00
104.24.238.129,4,4,0.00,5.63,0.00
104.17.47.58,4,4,0.00,5.63,0.00
104.19.64.253,4,4,0.00,5.63,0.00
104.20.43.115,4,4,0.00,5.64,0.00
104.25.131.115,4,4,0.00,5.64,0.00
104.17.246.159,4,4,0.00,5.64,0.00
104.16.220.90,4,4,0.00,5.64,0.00
104.16.179.41,4,4,0.00,5.64,0.00
104.25.173.58,4,4,0.00,5.64,0.00
104.17.61.50,4,4,0.00,5.64,0.00
104.25.199.60,4,4,0.00,5.64,0.00
104.25.212.6,4,4,0.00,5.64,0.00
104.16.173.90,4,4,0.00,5.64,0.00
104.17.89.73,4,4,0.00,5.64,0.00
104.16.178.182,4,4,0.00,5.64,0.00
172.67.153.206,4,4,0.00,5.64,0.00
104.25.253.106,4,4,0.00,5.64,0.00
104.17.70.94,4,4,0.00,5.64,0.00
172.67.151.163,4,4,0.00,5.65,0.00
172.67.157.91,4,4,0.00,5.65,0.00
172.64.101.220,4,4,0.00,5.65,0.00
104.25.90.72,4,4,0.00,5.65,0.00
104.25.220.238,4,4,0.00,5.65,0.00
104.24.241.246,4,4,0.00,5.65,0.00
104.25.93.242,4,4,0.00,5.65,0.00
172.67.154.23,4,4,0.00,5.65,0.00
104.20.44.246,4,4,0.00,5.65,0.00
104.20.24.115,4,4,0.00,5.66,0.00
104.16.206.39,4,4,0.00,5.66,0.00
104.17.193.15,4,4,0.00,5.66,0.00
104.17.169.45,4,4,0.00,5.66,0.00
104.17.186.173,4,4,0.00,5.66,0.00
104.16.18.109,4,4,0.00,5.67,0.00
104.17.165.170,4,4,0.00,5.67,0.00
104.16.163.38,4,4,0.00,5.67,0.00
104.25.22.72,4,4,0.00,5.67,0.00
104.17.103.125,4,4,0.00,5.67,0.00
104.19.87.215,4,4,0.00,5.67,0.00
104.18.23.227,4,4,0.00,5.68,0.00
104.19.162.253,4,4,0.00,5.68,0.00
104.25.144.191,4,4,0.00,5.68,0.00
104.24.253.208,4,4,0.00,5.68,0.00
104.17.142.214,4,4,0.00,5.68,0.00
104.24.240.196,4,4,0.00,5.69,0.00
104.20.0.186,4,4,0.00,5.69,0.00
104.16.197.199,4,4,0.00,5.69,0.00
104.20.9.72,4,4,0.00,5.69,0.00
104.18.240.195,4,4,0.00,5.69,0.00
104.16.137.114,4,4,0.00,5.69,0.00
104.25.245.12,4,4,0.00,5.70,0.00
104.25.244.244,4,4,0.00,5.70,0.00
104.18.201.147,4,4,0.00,5.70,0.00
104.16.123.80,4,4,0.00,5.70,0.00
104.17.214.35,4,4,0.00,5.70,0.00
162.159.3.14,4,4,0.00,5.70,0.00
104.25.176.60,4,4,0.00,5.70,0.00
104.25.118.154,4,4,0.00,5.70,0.00
104.25.21.80,4,4,0.00,5.70,0.00
104.17.139.93,4,4,0.00,5.71,0.00
104.25.13.15,4,4,0.00,5.71,0.00
104.19.20.163,4,4,0.00,5.71,0.00
104.20.51.51,4,4,0.00,5.71,0.00
104.25.250.7,4,4,0.00,5.71,0.00
104.25.171.136,4,4,0.00,5.72,0.00
104.17.21.151,4,4,0.00,5.72,0.00
104.25.168.86,4,4,0.00,5.72,0.00
104.16.120.6,4,4,0.00,5.72,0.00
104.25.106.175,4,4,0.00,5.73,0.00
104.17.178.221,4,4,0.00,5.73,0.00
104.20.33.206,4,4,0.00,5.73,0.00
104.17.136.132,4,4,0.00,5.73,0.00
104.25.120.114,4,4,0.00,5.73,0.00
104.25.60.61,4,4,0.00,5.74,0.00
104.17.28.190,4,4,0.00,5.74,0.00
104.25.169.72,4,4,0.00,5.74,0.00
104.17.33.186,4,4,0.00,5.74,0.00
104.24.37.166,4,4,0.00,5.74,0.00
104.17.50.18,4,4,0.00,5.74,0.00
104.20.55.40,4,4,0.00,5.74,0.00
104.16.161.66,4,4,0.00,5.74,0.00
104.16.252.160,4,4,0.00,5.74,0.00
104.20.48.121,4,4,0.00,5.74,0.00
104.25.107.122,4,4,0.00,5.75,0.00
104.25.240.104,4,4,0.00,5.75,0.00
172.65.181.175,4,4,0.00,5.75,0.00
104.25.185.142,4,4,0.00,5.75,0.00
104.17.216.114,4,4,0.00,5.75,0.00
104.17.15.38,4,4,0.00,5.75,0.00
104.17.131.74,4,4,0.00,5.75,0.00
104.25.159.112,4,4,0.00,5.75,0.00
104.25.69.242,4,4,0.00,5.75,0.00
162.159.252.117,4,4,0.00,5.76,0.00
104.19.206.147,4,4,0.00,5.76,0.00
104.18.177.73,4,4,0.00,5.76,0.00
104.25.31.162,4,4,0.00,5.76,0.00
104.17.130.29,4,4,0.00,5.77,0.00
104.19.126.204,4,4,0.00,5.77,0.00
172.67.149.247,4,4,0.00,5.77,0.00
104.19.53.154,4,4,0.00,5.77,0.00
104.17.101.105,4,4,0.00,5.77,0.00
104.17.127.206,4,4,0.00,5.77,0.00
104.18.3.131,4,4,0.00,5.77,0.00
104.20.32.188,4,4,0.00,5.78,0.00
104.19.131.26,4,4,0.00,5.78,0.00
104.25.172.18,4,4,0.00,5.78,0.00
104.16.66.47,4,4,0.00,5.78,0.00
104.25.225.14,4,4,0.00,5.78,0.00
104.17.132.119,4,4,0.00,5.78,0.00
104.19.253.77,4,4,0.00,5.78,0.00
104.25.211.126,4,4,0.00,5.78,0.00
104.24.218.189,4,4,0.00,5.78,0.00
104.16.211.31,4,4,0.00,5.78,0.00
104.19.220.221,4,4,0.00,5.79,0.00
104.17.161.52,4,4,0.00,5.79,0.00
104.17.27.83,4,4,0.00,5.79,0.00
104.25.53.134,4,4,0.00,5.79,0.00
104.25.70.251,4,4,0.00,5.79,0.00
104.17.68.109,4,4,0.00,5.80,0.00
104.25.226.109,4,4,0.00,5.80,0.00
104.19.159.36,4,4,0.00,5.80,0.00
104.16.25.68,4,4,0.00,5.80,0.00
104.25.187.160,4,4,0.00,5.80,0.00
104.19.227.52,4,4,0.00,5.81,0.00
104.25.45.21,4,4,0.00,5.81,0.00
172.67.203.24,4,4,0.00,5.81,0.00
104.25.7.214,4,4,0.00,5.82,0.00
104.25.188.220,4,4,0.00,5.82,0.00
104.20.30.119,4,4,0.00,5.82,0.00
104.19.195.138,4,4,0.00,5.82,0.00
104.17.17.165,4,4,0.00,5.83,0.00
104.17.119.53,4,4,0.00,5.84,0.00
104.20.17.20,4,4,0.00,5.84,0.00
104.17.160.47,4,4,0.00,5.84,0.00
104.25.221.141,4,4,0.00,5.84,0.00
104.19.68.25,4,4,0.00,5.84,0.00
104.25.230.209,4,4,0.00,5.85,0.00
104.17.232.18,4,4,0.00,5.85,0.00
104.17.249.68,4,4,0.00,5.85,0.00
104.25.96.241,4,4,0.00,5.85,0.00
104.20.47.96,4,4,0.00,5.85,0.00
104.17.172.85,4,4,0.00,5.86,0.00
104.21.1.26,4,4,0.00,5.86,0.00
104.25.130.156,4,4,0.00,5.86,0.00
104.25.192.33,4,4,0.00,5.86,0.00
104.17.73.115,4,4,0.00,5.87,0.00
104.25.112.57,4,4,0.00,5.87,0.00
104.19.110.243,4,4,0.00,5.87,0.00
104.19.229.17,4,4,0.00,5.87,0.00
104.24.247.149,4,4,0.00,5.87,0.00
172.67.160.244,4,4,0.00,5.87,0.00
104.25.189.213,4,4,0.00,5.87,0.00
104.17.181.50,4,4,0.00,5.87,0.00
104.20.7.0,4,4,0.00,5.88,0.00
104.17.90.24,4,4,0.00,5.88,0.00
104.16.241.46,4,4,0.00,5.88,0.00
104.25.178.12,4,4,0.00,5.88,0.00
104.25.191.49,4,4,0.00,5.89,0.00
104.18.227.210,4,4,0.00,5.89,0.00
104.25.182.200,4,4,0.00,5.89,0.00
104.16.208.37,4,4,0.00,5.89,0.00
104.25.94.91,4,4,0.00,5.90,0.00
104.16.207.249,4,4,0.00,5.90,0.00
104.16.203.119,4,4,0.00,5.90,0.00
104.18.106.162,4,4,0.00,5.90,0.00
104.17.4.159,4,4,0.00,5.90,0.00
104.25.196.192,4,4,0.00,5.91,0.00
104.19.196.205,4,4,0.00,5.92,0.00
104.25.164.48,4,4,0.00,5.92,0.00
104.17.190.189,4,4,0.00,5.92,0.00
104.17.5.35,4,4,0.00,5.92,0.00
104.18.47.21,4,4,0.00,5.93,0.00
104.17.100.239,4,4,0.00,5.93,0.00
172.67.175.180,4,4,0.00,5.93,0.00
104.17.148.209,4,4,0.00,5.93,0.00
